Sursa,Itemul,Problema,Pasii de rezolvare,Raspunsul,Dificultate,Tema,Tema_norm,Domeniu,Dificultate_group,Sursa_type,Sursa_year,Problema_clean,Pasi_clean,Raspuns_clean,problem_chars,problem_words,steps_chars,answer_chars,n_digits,n_math_symbols,has_percent,has_geometry_word,has_equation_word,has_radical,has_function_word,has_real_life_context,problem_hash
Sesiunea de bază - 2013,2.0,f(x)=4−2x. Panta graficului.,Panta = -2,-2,1.0,Funcții liniare,Funcții liniare,Funcții,1 - bază,sesiune_baza,2013.0,f(x)=4-2x. panta graficului.,panta = -2,-2,28,3,10,2,2,3,0,0,0,0,1,0,f(x)=4-2x. panta graficului.
Test 1 - 2013,2.0,f(x)=4-2x. Panta graficului.,"Pentru funcția liniară f(x) = ax + b, panta (coeficientul angular) este a. În f(x) = 4 - 2x = -2x + 4, panta este -2. Aceasta înseamnă că graficul coboară de la stânga la dreapta.",-2,1.0,Funcții liniare,Funcții liniare,Funcții,1 - bază,alta,2013.0,f(x)=4-2x. panta graficului.,"pentru functia liniara f(x) = ax + b, panta (coeficientul angular) este a. in f(x) = 4 - 2x = -2x + 4, panta este -2. aceasta inseamna ca graficul coboara de la stanga la dreapta.",-2,28,3,179,2,2,4,0,0,0,0,1,0,f(x)=4-2x. panta graficului.
Exersare Test 2 - 2022,3.0,"Fie functia f: R->R, f(x) = ax^2 + bx + c, a != 0. Utilizand desenul, completati cu <, > sau =: f(0)·f(4) .... 0. In desen este reprezentat graficul functiei, o parabola deschisa in jos, care intersecteaza axa Ox in doua puncte: unul cu abscisa negativa si unul cu abscisa pozitiva mai mica decat 4.","Din grafic: f(0) > 0 si f(4) < 0, deci f(0)·f(4) < 0",<,2.0,Functii patratice,Funcția de gradul II,Funcții,2 - mediu,exersare,2022.0,"fie functia f: r->r, f(x) = ax^2 + bx + c, a != 0. utilizand desenul, completati cu <, > sau =: f(0)·f(4) .... 0. in desen este reprezentat graficul functiei, o parabola deschisa in jos, care intersecteaza axa ox in doua puncte: unul cu abscisa negativa si unul cu abscisa pozitiva mai mica decat 4.","din grafic: f(0) > 0 si f(4) < 0, deci f(0)·f(4) < 0",<,299,56,52,1,6,16,0,0,0,0,1,0,"fie functia f: r->r, f(x) = ax^2 + bx + c, a != 0. utilizand desenul, completati cu <, > sau =: f(0)·f(4) .... 0. in desen este reprezentat graficul functiei, o parabola deschisa in jos, care intersecteaza axa ox in doua puncte: unul cu abscisa negativa si unul cu abscisa pozitiva mai mica decat 4."
Exersare Test 1 - 2022,7.0,"Fie ABCD un paralelogram, in care m(∠BAD) = 30°, iar inaltimea BK este de 3√3 cm si imparte latura AD in doua segmente congruente. Determinati aria paralelogramului ABCD","In triunghiul ABK: ∠BAK = 30°, BK = 3√3. AK = BK/tan(30°) = 9. AD = 2×AK = 18. Aria = AD × BK = 18 × 3√3 = 54√3 cm²",54√3 cm²,3.0,Geometrie - Arii,Geometrie - Arii,Geometrie,3 - consolidare,exersare,2022.0,"fie abcd un paralelogram, in care m(∠bad) = 30°, iar inaltimea bk este de 3√3 cm si imparte latura ad in doua segmente congruente. determinati aria paralelogramului abcd","in triunghiul abk: ∠bak = 30°, bk = 3√3. ak = bk/tan(30°) = 9. ad = 2×ak = 18. aria = ad × bk = 18 × 3√3 = 54√3 cm²",54√3 cm²,169,28,115,8,4,4,0,1,0,1,0,0,"fie abcd un paralelogram, in care m(∠bad) = 30°, iar inaltimea bk este de 3√3 cm si imparte latura ad in doua segmente congruente. determinati aria paralelogramului abcd"
Exersare Test 2 - 2025,7.0,Baza triunghiului isoscel cu A=60cm² și h=12cm,Aria = (baza × înălțimea)/2. 60 = (b × 12)/2. b = 120/12 = 10 cm.,10 cm,2.0,Geometrie - Arii,Geometrie - Arii,Geometrie,2 - mediu,exersare,2025.0,baza triunghiului isoscel cu a=60cm² si h=12cm,aria = (baza × inaltimea)/2. 60 = (b × 12)/2. b = 120/12 = 10 cm.,10 cm,46,7,65,5,4,2,0,1,0,0,0,0,baza triunghiului isoscel cu a=60cm² si h=12cm
Pretestare 2024,7.0,Aria unui romb cu unghi de 60° și diagonala mică de 4 cm,"Într-un romb cu unghi de 60°, diagonala mică = latura. Deci l=4cm. Diag mare: d₂=l√3=4√3cm. Aria=d₁·d₂/2=4·4√3/2=8√3 cm².",8√3 cm²,3.0,Geometrie - Arii,Geometrie - Arii,Geometrie,3 - consolidare,pretestare,2024.0,aria unui romb cu unghi de 60° si diagonala mica de 4 cm,"intr-un romb cu unghi de 60°, diagonala mica = latura. deci l=4cm. diag mare: d₂=l√3=4√3cm. aria=d₁·d₂/2=4·4√3/2=8√3 cm².",8√3 cm²,56,13,121,7,3,0,0,1,0,0,0,0,aria unui romb cu unghi de 60° si diagonala mica de 4 cm
Pretestare 2025,4.0,Dreptunghi cu diagonala 6 cm și unghi de 30° cu o latură. Calculați aria.,"L = 6·cos30° = 3√3, l = 6·sin30° = 3. A = 9√3 cm²",A = 9√3 cm²,3.0,Geometrie - Arii,Geometrie - Arii,Geometrie,3 - consolidare,pretestare,2025.0,dreptunghi cu diagonala 6 cm si unghi de 30° cu o latura. calculati aria.,"l = 6·cos30° = 3√3, l = 6·sin30° = 3. a = 9√3 cm²",a = 9√3 cm²,73,14,49,11,3,0,0,1,0,0,0,0,dreptunghi cu diagonala 6 cm si unghi de 30° cu o latura. calculati aria.
Sesiune de bază 2024,7.0,Triunghi isoscel cu unghi la bază 30° și înălțime 1 cm. Calculați aria.,Unghi vârf=180°-2×30°=120°. h=1cm cade pe bază. b/2=h/tan30°=1/(√3/3)=√3. Baza=2√3cm. Aria=(2√3×1)/2=√3cm².,√3 cm²,3.0,Geometrie - Arii,Geometrie - Arii,Geometrie,3 - consolidare,sesiune_baza,2024.0,triunghi isoscel cu unghi la baza 30° si inaltime 1 cm. calculati aria.,unghi varf=180°-2×30°=120°. h=1cm cade pe baza. b/2=h/tan30°=1/(√3/3)=√3. baza=2√3cm. aria=(2√3×1)/2=√3cm².,√3 cm²,71,13,107,6,3,0,0,1,0,0,0,0,triunghi isoscel cu unghi la baza 30° si inaltime 1 cm. calculati aria.
Sesiune de baza 2025,7.0,"Aria pătratului ABCD este egală cu 100 cm². Determinați lungimea segmentului AM, unde punctul M este mijlocul laturii BC.","Aria pătratului = 100 cm²
Latura pătratului: l² = 100 → l = 10 cm

În triunghiul dreptunghic ABM:
• AB = 10 cm (latura pătratului)
• BM = 5 cm (jumătate din BC)

Aplicăm teorema lui Pitagora:
AM² = AB² + BM²
AM² = 10² + 5² = 100 + 25 = 125
AM = √125 = √(25·5) = 5√5 cm",5√5 cm ≈ 11.18 cm,4.0,Geometrie - Arii,Geometrie - Arii,Geometrie,4 - avansat,sesiune_baza,2025.0,"aria patratului abcd este egala cu 100 cm². determinati lungimea segmentului am, unde punctul m este mijlocul laturii bc.",aria patratului = 100 cm² latura patratului: l² = 100 → l = 10 cm in triunghiul dreptunghic abm: • ab = 10 cm (latura patratului) • bm = 5 cm (jumatate din bc) aplicam teorema lui pitagora: am² = ab² + bm² am² = 10² + 5² = 100 + 25 = 125 am = √125 = √(25·5) = 5√5 cm,5√5 cm ≈ 11.18 cm,121,19,268,17,3,0,0,1,0,0,0,0,"aria patratului abcd este egala cu 100 cm². determinati lungimea segmentului am, unde punctul m este mijlocul laturii bc."
Pretestare 2024,2.0,"În triunghiul ABC, MN ∥ AC, BC = 12 cm, NC = 8 cm, BM = 5 cm. Găsiți BN și AM.","Din teorema lui Tales: BN/BC = BM/BA. BN = 4 cm, AM se calculează",BN = 4 cm,3.0,Geometrie - Asemănare,Geometrie,Geometrie,3 - consolidare,pretestare,2024.0,"in triunghiul abc, mn ∥ ac, bc = 12 cm, nc = 8 cm, bm = 5 cm. gasiti bn si am.","din teorema lui tales: bn/bc = bm/ba. bn = 4 cm, am se calculeaza",bn = 4 cm,78,22,65,9,4,3,0,1,0,0,0,0,"in triunghiul abc, mn ∥ ac, bc = 12 cm, nc = 8 cm, bm = 5 cm. gasiti bn si am."
Exersare Test 1 - 2023,7.0,Intr-un cerc cu raza de 6 cm este dusa coarda AB congruenta cu raza. Determinati distanta de la centrul cercului la coarda AB.,"Construirea triunghiului OAB si a inaltimii OH, unde O este centrul cercului
AH = 3 cm
Obtinerea OH = 3√3 cm",3√3 cm,3.0,Geometrie - Cercul,Geometrie - Cercul,Geometrie,3 - consolidare,exersare,2023.0,intr-un cerc cu raza de 6 cm este dusa coarda ab congruenta cu raza. determinati distanta de la centrul cercului la coarda ab.,"construirea triunghiului oab si a inaltimii oh, unde o este centrul cercului ah = 3 cm obtinerea oh = 3√3 cm",3√3 cm,126,23,108,6,1,1,0,1,0,0,0,0,intr-un cerc cu raza de 6 cm este dusa coarda ab congruenta cu raza. determinati distanta de la centrul cercului la coarda ab.
Exersare Test 1 - 2024,2.0,"In desenul alaturat este reprezentat un cerc cu centrul O de raza R. Coarda AB este de 8 cm si este situata la distanta de 3 cm de la punctul O. Fie K apartine (AB), astfel incat OK perpendicular AB. Scrieti in casete: a) AK = ? cm; b) R = ? cm",In triunghiul dreptunghic OKA: OA^2 = OK^2 + AK^2 => R^2 = 3^2 + 4^2 = 25 ⇒ R = 5. AK=AB/2=8/2=4cm,"4 cm, 5 cm",2.0,Geometrie - Cercul,Geometrie - Cercul,Geometrie,2 - mediu,exersare,2024.0,"in desenul alaturat este reprezentat un cerc cu centrul o de raza r. coarda ab este de 8 cm si este situata la distanta de 3 cm de la punctul o. fie k apartine (ab), astfel incat ok perpendicular ab. scrieti in casete: a) ak = ? cm; b) r = ? cm",in triunghiul dreptunghic oka: oa^2 = ok^2 + ak^2 => r^2 = 3^2 + 4^2 = 25 ⇒ r = 5. ak=ab/2=8/2=4cm,"4 cm, 5 cm",244,53,98,10,2,6,0,1,0,0,0,0,"in desenul alaturat este reprezentat un cerc cu centrul o de raza r. coarda ab este de 8 cm si este situata la distanta de 3 cm de la punctul o. fie k apartine (ab), astfel incat ok perpendicular ab. scrieti in casete: a) ak = ? cm; b) r = ? cm"
Exersare Test 1 - 2025,7.0,Lungimea unui cerc este de 26*pi cm. La distanta 5 cm de la centrul cercului este dusa o coarda. Determinati lungimea coardei.,1) Din C = 2*pi*r = 26*pi => r = 13 cm. 2) Distanta de la centru la coarda d = 5 cm. 3) Jumatatea coardei: sqrt(r^2 - d^2) = sqrt(169 - 25) = sqrt(144) = 12 cm. 4) Lungimea coardei: 2 * 12 = 24 cm.,24 cm,4.0,Geometrie - Cercul,Geometrie - Cercul,Geometrie,4 - avansat,exersare,2025.0,lungimea unui cerc este de 26*pi cm. la distanta 5 cm de la centrul cercului este dusa o coarda. determinati lungimea coardei.,1) din c = 2*pi*r = 26*pi => r = 13 cm. 2) distanta de la centru la coarda d = 5 cm. 3) jumatatea coardei: sqrt(r^2 - d^2) = sqrt(169 - 25) = sqrt(144) = 12 cm. 4) lungimea coardei: 2 * 12 = 24 cm.,24 cm,126,22,197,5,3,1,0,1,0,0,0,0,lungimea unui cerc este de 26*pi cm. la distanta 5 cm de la centrul cercului este dusa o coarda. determinati lungimea coardei.
Exersare Test 2 - 2021,7.0,Cerc cu raza 6 cm. Coarda AC formează 30° cu diametrul AB. AC = ?,"În triunghiul ABC inscris în cerc, AB = diametru = 12 cm. ∠ACB = 90° (unghi înscris ce subîntinde diametrul). ∠BAC = 30°. AC = AB × cos(30°) = 12 × (√3/2) = 6√3 cm",6√3 cm,3.0,Geometrie - Cercul,Geometrie - Cercul,Geometrie,3 - consolidare,exersare,2021.0,cerc cu raza 6 cm. coarda ac formeaza 30° cu diametrul ab. ac = ?,"in triunghiul abc inscris in cerc, ab = diametru = 12 cm. ∠acb = 90° (unghi inscris ce subintinde diametrul). ∠bac = 30°. ac = ab × cos(30°) = 12 × (√3/2) = 6√3 cm",6√3 cm,65,15,163,6,3,1,0,1,0,0,0,0,cerc cu raza 6 cm. coarda ac formeaza 30° cu diametrul ab. ac = ?
Exersare Test 2 - 2023,2.0,In desenul alaturat arcul ABC este de 280°. Scrieti in caseta masura in grade a unghiului ABC. m(unghi)ABC= ?,Unghiul inscris ABC= (360° - 280°)/2 = 80°/2 = 40°,m(unghi ABC)= 40°,1.0,Geometrie - Cercul,Geometrie - Cercul,Geometrie,1 - bază,exersare,2023.0,in desenul alaturat arcul abc este de 280°. scrieti in caseta masura in grade a unghiului abc. m(unghi)abc= ?,unghiul inscris abc= (360° - 280°)/2 = 80°/2 = 40°,m(unghi abc)= 40°,109,19,50,17,3,3,0,1,0,0,0,0,in desenul alaturat arcul abc este de 280°. scrieti in caseta masura in grade a unghiului abc. m(unghi)abc= ?
Sesiune de bază 2024,2.0,Linia AM tangentă la cerc în A. ∠AMO = 40°. Găsiți ∠OAM și ∠AOM.,∠OAM = 90° (tangenta⊥raza). ∠AOM = 180° - 90° - 40° = 50°,"∠OAM=90°, ∠AOM=50°",3.0,Geometrie - Cercul,Geometrie - Cercul,Geometrie,3 - consolidare,sesiune_baza,2024.0,linia am tangenta la cerc in a. ∠amo = 40°. gasiti ∠oam si ∠aom.,∠oam = 90° (tangenta⊥raza). ∠aom = 180° - 90° - 40° = 50°,"∠oam=90°, ∠aom=50°",64,14,57,18,2,1,0,1,0,0,0,0,linia am tangenta la cerc in a. ∠amo = 40°. gasiti ∠oam si ∠aom.
Exersare Test 1 - 2020,7.0,"Cerc cu rază 6 cm, coarda AB = raza. Găsiți distanța de la O la AB.",Triunghi echilateral OAB. h = 6√3/2 = 3√3 cm,3√3 cm,2.0,Geometrie - Cercuri,Geometrie - Cercul,Geometrie,2 - mediu,exersare,2020.0,"cerc cu raza 6 cm, coarda ab = raza. gasiti distanta de la o la ab.",triunghi echilateral oab. h = 6√3/2 = 3√3 cm,3√3 cm,67,16,44,6,1,1,0,1,0,0,0,0,"cerc cu raza 6 cm, coarda ab = raza. gasiti distanta de la o la ab."
Exersare Test 2 - 2020,2.0,Aria discului = 25π cm². Determinați lungimea cercului.,A = πr² = 25π → r² = 25 → r = 5 cm. L = 2πr = 2π×5 = 10π cm,10π cm,1.0,Geometrie - Cercuri,Geometrie - Cercul,Geometrie,1 - bază,exersare,2020.0,aria discului = 25π cm². determinati lungimea cercului.,a = πr² = 25π → r² = 25 → r = 5 cm. l = 2πr = 2π×5 = 10π cm,10π cm,55,8,59,6,2,1,0,1,0,0,0,0,aria discului = 25π cm². determinati lungimea cercului.
Exersare Test 1 - 2018,2.0,"Punctele A, B, C aparțin cercului cu ∠ABC = 45°. Măsura arcului mic AC.",Unghiul înscris = jumătate din arcul subîntins. Arc AC = 2×45° = 90°,90°,1.0,Geometrie - Cercuri,Geometrie - Cercul,Geometrie,1 - bază,exersare,2018.0,"punctele a, b, c apartin cercului cu ∠abc = 45°. masura arcului mic ac.",unghiul inscris = jumatate din arcul subintins. arc ac = 2×45° = 90°,90°,71,14,68,3,2,1,0,1,0,0,0,0,"punctele a, b, c apartin cercului cu ∠abc = 45°. masura arcului mic ac."
Exersare Test 2 - 2018,2.0,"Cerc rază 5 cm, dreapta a la 3 cm de centru. Relația dreptei cu cercul.","Distanța < raza, deci dreapta este secantă",secantă,1.0,Geometrie - Cercuri,Geometrie - Cercul,Geometrie,1 - bază,exersare,2018.0,"cerc raza 5 cm, dreapta a la 3 cm de centru. relatia dreptei cu cercul.","distanta < raza, deci dreapta este secanta",secanta,71,15,42,7,2,0,0,1,0,0,0,0,"cerc raza 5 cm, dreapta a la 3 cm de centru. relatia dreptei cu cercul."
Exersare Test 1 - 2017,2.0,"Punctele A, B, C pe cerc cu AB diametru și AC=BC. Măsura ∠ABC.",∠ACB = 90° (unghi înscris pe diametru). AC=BC → triunghi isoscel dreptunghic. ∠ABC = 45°,45°,1.0,Geometrie - Cercuri,Geometrie - Cercul,Geometrie,1 - bază,exersare,2017.0,"punctele a, b, c pe cerc cu ab diametru si ac=bc. masura ∠abc.",∠acb = 90° (unghi inscris pe diametru). ac=bc → triunghi isoscel dreptunghic. ∠abc = 45°,45°,62,13,88,3,0,1,0,1,0,0,0,0,"punctele a, b, c pe cerc cu ab diametru si ac=bc. masura ∠abc."
Exersare Test 2 - 2016,2.0,"Punctele A, B, C pe cerc, ∠ACB=60°. Găsiți ∠AOB.",∠AOB = 2×∠ACB = 2×60° = 120° (unghi la centru),120°,1.0,Geometrie - Cercuri,Geometrie - Cercul,Geometrie,1 - bază,exersare,2016.0,"punctele a, b, c pe cerc, ∠acb=60°. gasiti ∠aob.",∠aob = 2×∠acb = 2×60° = 120° (unghi la centru),120°,48,9,46,4,2,1,0,1,0,0,0,0,"punctele a, b, c pe cerc, ∠acb=60°. gasiti ∠aob."
Pretestare - 2016,2.0,"Lungimea cercului = 4π cm, punct O pe coarda AB. Determinați lungimea AB.",L = 2πr = 4π → r = 2 cm. AB = diametru = 4 cm (dacă O este centrul),4 cm,1.0,Geometrie - Cercuri,Geometrie - Cercul,Geometrie,1 - bază,pretestare,2016.0,"lungimea cercului = 4π cm, punct o pe coarda ab. determinati lungimea ab.",l = 2πr = 4π → r = 2 cm. ab = diametru = 4 cm (daca o este centrul),4 cm,73,13,67,4,1,1,0,1,0,0,0,0,"lungimea cercului = 4π cm, punct o pe coarda ab. determinati lungimea ab."
Exersare Test 1 - 2020,2.0,Unghiuri de 75° și 105° interne de aceeași parte. Dreptele a și b [ ] (sunt/nu sunt paralele).,75° + 105° = 180°. Suma = 180° → dreptele sunt paralele.,sunt paralele,1.0,Geometrie - Drepte paralele,Geometrie,Geometrie,1 - bază,exersare,2020.0,unghiuri de 75° si 105° interne de aceeasi parte. dreptele a si b [ ] (sunt/nu sunt paralele).,75° + 105° = 180°. suma = 180° → dreptele sunt paralele.,sunt paralele,94,18,56,13,5,5,0,1,0,0,0,0,unghiuri de 75° si 105° interne de aceeasi parte. dreptele a si b [ ] (sunt/nu sunt paralele).
Exersare Test 2 - 2015,2.0,"Dreptele a și b paralele, c secantă, unghiuri x° și 2x°. Valoarea lui x.",x + 2x = 180° (suplementare) → 3x = 180° → x = 60°,60°,1.0,Geometrie - Drepte paralele,Geometrie,Geometrie,1 - bază,exersare,2015.0,"dreptele a si b paralele, c secanta, unghiuri x° si 2x°. valoarea lui x.",x + 2x = 180° (suplementare) → 3x = 180° → x = 60°,60°,72,14,50,3,1,0,0,1,0,0,0,0,"dreptele a si b paralele, c secanta, unghiuri x° si 2x°. valoarea lui x."
Exersare Test 2 - 2014,2.0,"Dreptele a și b paralele, c secantă. Unghi 125° și x. Găsiți x.",x = 180° - 125° = 55° (suplementare) sau x = 125° (corespondente),55° sau 125°,1.0,Geometrie - Drepte paralele,Geometrie,Geometrie,1 - bază,exersare,2014.0,"dreptele a si b paralele, c secanta. unghi 125° si x. gasiti x.",x = 180° - 125° = 55° (suplementare) sau x = 125° (corespondente),55° sau 125°,63,13,65,12,3,0,0,1,0,0,0,0,"dreptele a si b paralele, c secanta. unghi 125° si x. gasiti x."
Exersare Test 2 - 2024,10.0,"Două dimensiuni ale unui paralelipiped dreptunghic sunt egale cu 3 cm și 4 cm, iar volumul paralelipipedului este egal cu 144 cm³. Determinați lungimea diagonalei paralelipipedului.",V = a·b·c; 144 = 3·4·c; c = 12 cm. Diagonala: d = √(3² + 4² + 12²) = √(9 + 16 + 144) = √169 = 13 cm,13 cm,4.0,Geometrie - Paralelipiped,Geometrie 3D,Geometrie,4 - avansat,exersare,2024.0,"doua dimensiuni ale unui paralelipiped dreptunghic sunt egale cu 3 cm si 4 cm, iar volumul paralelipipedului este egal cu 144 cm³. determinati lungimea diagonalei paralelipipedului.",v = a·b·c; 144 = 3·4·c; c = 12 cm. diagonala: d = √(3² + 4² + 12²) = √(9 + 16 + 144) = √169 = 13 cm,13 cm,181,26,99,5,5,0,0,1,0,0,0,1,"doua dimensiuni ale unui paralelipiped dreptunghic sunt egale cu 3 cm si 4 cm, iar volumul paralelipipedului este egal cu 144 cm³. determinati lungimea diagonalei paralelipipedului."
Exersare Test 1 - 2025,2.0,"In desenul alaturat DK, K apartine (AB), este bisectoarea unghiului ADC al paralelogramului ABCD, iar m(unghi DAB) = 140 grade. a) Scrieti masura unghiului ADC. b) Scrieti masura unghiului AKD.","a) In paralelogram, unghiurile alaturate sunt suplementare: m(ADC) = 180 - 140 = 40 grade. b) DK bisectoare => m(ADK) = 40/2 = 20 grade. In triunghiul AKD: m(AKD) = 180 - 140 - 20 = 20 grade.",a) m(ADC) = 40 grade; b) m(AKD) = 20 grade,1.0,Geometrie - Paralelogram,Geometrie - Paralelograme,Geometrie,1 - bază,exersare,2025.0,"in desenul alaturat dk, k apartine (ab), este bisectoarea unghiului adc al paralelogramului abcd, iar m(unghi dab) = 140 grade. a) scrieti masura unghiului adc. b) scrieti masura unghiului akd.","a) in paralelogram, unghiurile alaturate sunt suplementare: m(adc) = 180 - 140 = 40 grade. b) dk bisectoare => m(adk) = 40/2 = 20 grade. in triunghiul akd: m(akd) = 180 - 140 - 20 = 20 grade.",a) m(adc) = 40 grade; b) m(akd) = 20 grade,193,30,191,42,3,7,0,1,0,0,0,0,"in desenul alaturat dk, k apartine (ab), este bisectoarea unghiului adc al paralelogramului abcd, iar m(unghi dab) = 140 grade. a) scrieti masura unghiului adc. b) scrieti masura unghiului akd."
Exersare Test 1 - 2018,7.0,"Paralelogram ABCD, ∠ABD=90°, ∠BDA=60°, BD=2 cm. Determinați perimetrul.",tan60° = AB/BD → AB = 2√3. cos60° = BD/AD → AD = 4. P = 2(2√3+4) = 4√3+8 cm,4√3 + 8 cm,2.0,Geometrie - Paralelograme,Geometrie - Paralelograme,Geometrie,2 - mediu,exersare,2018.0,"paralelogram abcd, ∠abd=90°, ∠bda=60°, bd=2 cm. determinati perimetrul.",tan60° = ab/bd → ab = 2√3. cos60° = bd/ad → ad = 4. p = 2(2√3+4) = 4√3+8 cm,4√3 + 8 cm,71,8,75,10,5,3,0,1,0,0,0,0,"paralelogram abcd, ∠abd=90°, ∠bda=60°, bd=2 cm. determinati perimetrul."
Sesiunea de bază - 2018,2.0,"Paralelogram ABCD, ∠A = 45°. Măsura ∠B.","În paralelogram, unghiuri consecutive sunt suplementare. ∠B = 180° - 45° = 135°",135°,1.0,Geometrie - Paralelograme,Geometrie - Paralelograme,Geometrie,1 - bază,sesiune_baza,2018.0,"paralelogram abcd, ∠a = 45°. masura ∠b.","in paralelogram, unghiuri consecutive sunt suplementare. ∠b = 180° - 45° = 135°",135°,39,7,79,4,2,1,0,1,0,0,0,0,"paralelogram abcd, ∠a = 45°. masura ∠b."
Pretestare - 2015,2.0,"Paralelogram ABCD, ∠A = 40°. Măsura ∠ABC.",∠ABC = 180° - 40° = 140° (unghiuri consecutive suplementare),140°,1.0,Geometrie - Paralelograme,Geometrie - Paralelograme,Geometrie,1 - bază,pretestare,2015.0,"paralelogram abcd, ∠a = 40°. masura ∠abc.",∠abc = 180° - 40° = 140° (unghiuri consecutive suplementare),140°,41,7,60,4,2,1,0,1,0,0,0,0,"paralelogram abcd, ∠a = 40°. masura ∠abc."
Pretestare - 2014,10.0,"Paralelogram ABCD, ∠A=30°, AD=4√3 cm, AB=10 cm. Aria.",h = AB×sin30° = 10×0.5 = 5 cm. Aria = AD×h = 4√3×5 = 20√3 cm²,20√3 cm²,2.0,Geometrie - Paralelograme,Geometrie - Paralelograme,Geometrie,2 - mediu,pretestare,2014.0,"paralelogram abcd, ∠a=30°, ad=4√3 cm, ab=10 cm. aria.",h = ab×sin30° = 10×0.5 = 5 cm. aria = ad×h = 4√3×5 = 20√3 cm²,20√3 cm²,53,8,61,8,6,4,0,1,0,1,0,0,"paralelogram abcd, ∠a=30°, ad=4√3 cm, ab=10 cm. aria."
Exersare Test 1 - 2014,2.0,Pătrat ABCD cu diagonala AC = √2 cm. Aria ABCD.,d = l√2 = √2 → l = 1 cm. Aria = 1 cm²,1 cm²,1.0,Geometrie - Pătrate,Geometrie,Geometrie,1 - bază,exersare,2014.0,patrat abcd cu diagonala ac = √2 cm. aria abcd.,d = l√2 = √2 → l = 1 cm. aria = 1 cm²,1 cm²,47,10,37,5,1,2,0,1,0,1,0,0,patrat abcd cu diagonala ac = √2 cm. aria abcd.
Exersare Test 2 - 2022,10.0,Aria bazei unei piramide patrulatere regulate este 25 cm^2. Apotema piramidei este de 3 ori mai mare decat latura bazei. Determinati aria laterala.,"Latura bazei: l^2 = 25, l = 5 cm; Apotema: a = 3·5 = 15 cm; Aria laterală = (Perimetru·apotema)/2 = (4·5·15)/2 = 150 cm^2",150 cm^2,3.0,Geometrie - Piramide,Geometrie 3D,Geometrie,3 - consolidare,exersare,2022.0,aria bazei unei piramide patrulatere regulate este 25 cm^2. apotema piramidei este de 3 ori mai mare decat latura bazei. determinati aria laterala.,"latura bazei: l^2 = 25, l = 5 cm; apotema: a = 3·5 = 15 cm; aria laterala = (perimetru·apotema)/2 = (4·5·15)/2 = 150 cm^2",150 cm^2,147,23,121,8,4,1,0,1,0,0,0,0,aria bazei unei piramide patrulatere regulate este 25 cm^2. apotema piramidei este de 3 ori mai mare decat latura bazei. determinati aria laterala.
Exersare Test 2 - 2023,10.0,"Determinati lungimea inaltimii unei piramide patrulatere regulate, care are toate muchiile de 4 cm.",Latura bazei a = 4 cm; Diagonala bazei d = a*sqrt(2) = 4*sqrt(2) cm; Apotema bazei (distanta de la centru la mijlocul laturii) = a/2 = 2 cm; h^2 = l^2 - (d/2)^2 = 16 - 8 = 8; h = 2*sqrt(2) cm,2√2 cm,4.0,Geometrie - Piramide,Geometrie 3D,Geometrie,4 - avansat,exersare,2023.0,"determinati lungimea inaltimii unei piramide patrulatere regulate, care are toate muchiile de 4 cm.",latura bazei a = 4 cm; diagonala bazei d = a*sqrt(2) = 4*sqrt(2) cm; apotema bazei (distanta de la centru la mijlocul laturii) = a/2 = 2 cm; h^2 = l^2 - (d/2)^2 = 16 - 8 = 8; h = 2*sqrt(2) cm,2√2 cm,99,14,191,6,1,0,0,1,0,0,0,0,"determinati lungimea inaltimii unei piramide patrulatere regulate, care are toate muchiile de 4 cm."
Exersare Test 1 - 2025,10.0,O prisma dreapta are baza un triunghi dreptunghic cu catetele de 3 cm si 4 cm. Aria laterala a prismei este egala cu 24 cm^2. Determinati inaltimea prismei.,1) Ipotenuza bazei: sqrt(3^2 + 4^2) = sqrt(25) = 5 cm. 2) Perimetrul bazei: P = 3 + 4 + 5 = 12 cm. 3) Aria laterala: Al = P * h => 24 = 12 * h. 4) Inaltimea: h = 24/12 = 2 cm.,h = 2 cm,4.0,Geometrie - Prisme,Geometrie 3D,Geometrie,4 - avansat,exersare,2025.0,o prisma dreapta are baza un triunghi dreptunghic cu catetele de 3 cm si 4 cm. aria laterala a prismei este egala cu 24 cm^2. determinati inaltimea prismei.,1) ipotenuza bazei: sqrt(3^2 + 4^2) = sqrt(25) = 5 cm. 2) perimetrul bazei: p = 3 + 4 + 5 = 12 cm. 3) aria laterala: al = p * h => 24 = 12 * h. 4) inaltimea: h = 24/12 = 2 cm.,h = 2 cm,156,28,175,8,5,1,0,1,0,0,0,0,o prisma dreapta are baza un triunghi dreptunghic cu catetele de 3 cm si 4 cm. aria laterala a prismei este egala cu 24 cm^2. determinati inaltimea prismei.
Sesiune de bază 2022,2.0,"În romb, determinați măsura unghiului de 40°","Într-un romb, unghiurile opuse sunt egale, cele consecutive suplementare. Dacă un unghi=40°, celălalt=180°-40°=140°.",40° și 140°,2.0,Geometrie - Romb,Geometrie - Romburi,Geometrie,2 - mediu,sesiune_baza,2022.0,"in romb, determinati masura unghiului de 40°","intr-un romb, unghiurile opuse sunt egale, cele consecutive suplementare. daca un unghi=40°, celalalt=180°-40°=140°.",40° si 140°,44,7,116,11,2,0,0,1,0,0,0,0,"in romb, determinati masura unghiului de 40°"
