Sursa,Itemul,Problema,Pasii de rezolvare,Raspunsul,Dificultate,Tema,Tema_norm,Domeniu,Dificultate_group,Sursa_type,Sursa_year,Problema_clean,Pasi_clean,Raspuns_clean,problem_chars,problem_words,steps_chars,answer_chars,n_digits,n_math_symbols,has_percent,has_geometry_word,has_equation_word,has_radical,has_function_word,has_real_life_context,problem_hash
Generat - Procente - reducere,,Un magazin ofera o reducere de 10% la creioane. Maria cumpara creioane care costa 970 lei. Determinati pretul platit dupa reducere.,Reducerea = 10% din 970 = 970 × 10/100 = 97 lei. Pretul final = 970 - 97 = 873 lei,873 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un magazin ofera o reducere de 10% la creioane. maria cumpara creioane care costa 970 lei. determinati pretul platit dupa reducere.,reducerea = 10% din 970 = 970 × 10/100 = 97 lei. pretul final = 970 - 97 = 873 lei,873 lei,131,21,82,7,5,0,1,0,0,0,0,1,un magazin ofera o reducere de 10% la creioane. maria cumpara creioane care costa 970 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un supermarket ofera o reducere de 15% la creioane. Raluca cumpara creioane care costa 290 lei. Determinati pretul platit dupa reducere.,Reducerea = 15% din 290 = 290 × 15/100 = 43.5 lei. Pretul final = 290 - 43.5 = 246.5 lei,246.5 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un supermarket ofera o reducere de 15% la creioane. raluca cumpara creioane care costa 290 lei. determinati pretul platit dupa reducere.,reducerea = 15% din 290 = 290 × 15/100 = 43.5 lei. pretul final = 290 - 43.5 = 246.5 lei,246.5 lei,136,21,88,9,5,0,1,0,0,0,0,1,un supermarket ofera o reducere de 15% la creioane. raluca cumpara creioane care costa 290 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un librarie ofera o reducere de 25% la creioane. Liviu cumpara creioane care costa 170 lei. Determinati pretul platit dupa reducere.,Reducerea = 25% din 170 = 170 × 25/100 = 42.5 lei. Pretul final = 170 - 42.5 = 127.5 lei,127.5 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un librarie ofera o reducere de 25% la creioane. liviu cumpara creioane care costa 170 lei. determinati pretul platit dupa reducere.,reducerea = 25% din 170 = 170 × 25/100 = 42.5 lei. pretul final = 170 - 42.5 = 127.5 lei,127.5 lei,132,21,88,9,5,0,1,1,0,0,0,1,un librarie ofera o reducere de 25% la creioane. liviu cumpara creioane care costa 170 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un farmacie ofera o reducere de 30% la jucarii. Ion cumpara jucarii care costa 270 lei. Determinati pretul platit dupa reducere.,Reducerea = 30% din 270 = 270 × 30/100 = 81 lei. Pretul final = 270 - 81 = 189 lei,189 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un farmacie ofera o reducere de 30% la jucarii. ion cumpara jucarii care costa 270 lei. determinati pretul platit dupa reducere.,reducerea = 30% din 270 = 270 × 30/100 = 81 lei. pretul final = 270 - 81 = 189 lei,189 lei,128,21,82,7,5,0,1,0,0,0,0,1,un farmacie ofera o reducere de 30% la jucarii. ion cumpara jucarii care costa 270 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un farmacie ofera o reducere de 15% la carti. Vlad cumpara carti care costa 400 lei. Determinati pretul platit dupa reducere.,Reducerea = 15% din 400 = 400 × 15/100 = 60 lei. Pretul final = 400 - 60 = 340 lei,340 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un farmacie ofera o reducere de 15% la carti. vlad cumpara carti care costa 400 lei. determinati pretul platit dupa reducere.,reducerea = 15% din 400 = 400 × 15/100 = 60 lei. pretul final = 400 - 60 = 340 lei,340 lei,125,21,82,7,5,0,1,0,0,0,0,1,un farmacie ofera o reducere de 15% la carti. vlad cumpara carti care costa 400 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un magazin ofera o reducere de 25% la caiete. Ilinca cumpara caiete care costa 940 lei. Determinati pretul platit dupa reducere.,Reducerea = 25% din 940 = 940 × 25/100 = 235 lei. Pretul final = 940 - 235 = 705 lei,705 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un magazin ofera o reducere de 25% la caiete. ilinca cumpara caiete care costa 940 lei. determinati pretul platit dupa reducere.,reducerea = 25% din 940 = 940 × 25/100 = 235 lei. pretul final = 940 - 235 = 705 lei,705 lei,128,21,84,7,5,0,1,0,0,0,0,1,un magazin ofera o reducere de 25% la caiete. ilinca cumpara caiete care costa 940 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un piata ofera o reducere de 5% la jucarii. Raluca cumpara jucarii care costa 780 lei. Determinati pretul platit dupa reducere.,Reducerea = 5% din 780 = 780 × 5/100 = 39 lei. Pretul final = 780 - 39 = 741 lei,741 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un piata ofera o reducere de 5% la jucarii. raluca cumpara jucarii care costa 780 lei. determinati pretul platit dupa reducere.,reducerea = 5% din 780 = 780 × 5/100 = 39 lei. pretul final = 780 - 39 = 741 lei,741 lei,127,21,80,7,4,0,1,0,0,0,0,1,un piata ofera o reducere de 5% la jucarii. raluca cumpara jucarii care costa 780 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un supermarket ofera o reducere de 50% la caiete. Vlad cumpara caiete care costa 480 lei. Determinati pretul platit dupa reducere.,Reducerea = 50% din 480 = 480 × 50/100 = 240 lei. Pretul final = 480 - 240 = 240 lei,240 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un supermarket ofera o reducere de 50% la caiete. vlad cumpara caiete care costa 480 lei. determinati pretul platit dupa reducere.,reducerea = 50% din 480 = 480 × 50/100 = 240 lei. pretul final = 480 - 240 = 240 lei,240 lei,130,21,84,7,5,0,1,0,0,0,0,1,un supermarket ofera o reducere de 50% la caiete. vlad cumpara caiete care costa 480 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un piata ofera o reducere de 50% la pixuri. Diana cumpara pixuri care costa 190 lei. Determinati pretul platit dupa reducere.,Reducerea = 50% din 190 = 190 × 50/100 = 95 lei. Pretul final = 190 - 95 = 95 lei,95 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un piata ofera o reducere de 50% la pixuri. diana cumpara pixuri care costa 190 lei. determinati pretul platit dupa reducere.,reducerea = 50% din 190 = 190 × 50/100 = 95 lei. pretul final = 190 - 95 = 95 lei,95 lei,125,21,81,6,5,0,1,0,0,0,0,1,un piata ofera o reducere de 50% la pixuri. diana cumpara pixuri care costa 190 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un librarie ofera o reducere de 10% la carti. Marius cumpara carti care costa 780 lei. Determinati pretul platit dupa reducere.,Reducerea = 10% din 780 = 780 × 10/100 = 78 lei. Pretul final = 780 - 78 = 702 lei,702 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un librarie ofera o reducere de 10% la carti. marius cumpara carti care costa 780 lei. determinati pretul platit dupa reducere.,reducerea = 10% din 780 = 780 × 10/100 = 78 lei. pretul final = 780 - 78 = 702 lei,702 lei,127,21,82,7,5,0,1,1,0,0,0,1,un librarie ofera o reducere de 10% la carti. marius cumpara carti care costa 780 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un farmacie ofera o reducere de 25% la creioane. Radu cumpara creioane care costa 150 lei. Determinati pretul platit dupa reducere.,Reducerea = 25% din 150 = 150 × 25/100 = 37.5 lei. Pretul final = 150 - 37.5 = 112.5 lei,112.5 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un farmacie ofera o reducere de 25% la creioane. radu cumpara creioane care costa 150 lei. determinati pretul platit dupa reducere.,reducerea = 25% din 150 = 150 × 25/100 = 37.5 lei. pretul final = 150 - 37.5 = 112.5 lei,112.5 lei,131,21,88,9,5,0,1,0,0,0,0,1,un farmacie ofera o reducere de 25% la creioane. radu cumpara creioane care costa 150 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un librarie ofera o reducere de 40% la bilete. Bianca cumpara bilete care costa 820 lei. Determinati pretul platit dupa reducere.,Reducerea = 40% din 820 = 820 × 40/100 = 328 lei. Pretul final = 820 - 328 = 492 lei,492 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un librarie ofera o reducere de 40% la bilete. bianca cumpara bilete care costa 820 lei. determinati pretul platit dupa reducere.,reducerea = 40% din 820 = 820 × 40/100 = 328 lei. pretul final = 820 - 328 = 492 lei,492 lei,129,21,84,7,5,0,1,1,0,0,0,1,un librarie ofera o reducere de 40% la bilete. bianca cumpara bilete care costa 820 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un farmacie ofera o reducere de 40% la flori. Sergiu cumpara flori care costa 620 lei. Determinati pretul platit dupa reducere.,Reducerea = 40% din 620 = 620 × 40/100 = 248 lei. Pretul final = 620 - 248 = 372 lei,372 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un farmacie ofera o reducere de 40% la flori. sergiu cumpara flori care costa 620 lei. determinati pretul platit dupa reducere.,reducerea = 40% din 620 = 620 × 40/100 = 248 lei. pretul final = 620 - 248 = 372 lei,372 lei,127,21,84,7,5,0,1,0,0,0,0,1,un farmacie ofera o reducere de 40% la flori. sergiu cumpara flori care costa 620 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un magazin ofera o reducere de 40% la bilete. Bianca cumpara bilete care costa 440 lei. Determinati pretul platit dupa reducere.,Reducerea = 40% din 440 = 440 × 40/100 = 176 lei. Pretul final = 440 - 176 = 264 lei,264 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un magazin ofera o reducere de 40% la bilete. bianca cumpara bilete care costa 440 lei. determinati pretul platit dupa reducere.,reducerea = 40% din 440 = 440 × 40/100 = 176 lei. pretul final = 440 - 176 = 264 lei,264 lei,128,21,84,7,5,0,1,0,0,0,0,1,un magazin ofera o reducere de 40% la bilete. bianca cumpara bilete care costa 440 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un magazin ofera o reducere de 10% la creioane. Gheorghe cumpara creioane care costa 310 lei. Determinati pretul platit dupa reducere.,Reducerea = 10% din 310 = 310 × 10/100 = 31 lei. Pretul final = 310 - 31 = 279 lei,279 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un magazin ofera o reducere de 10% la creioane. gheorghe cumpara creioane care costa 310 lei. determinati pretul platit dupa reducere.,reducerea = 10% din 310 = 310 × 10/100 = 31 lei. pretul final = 310 - 31 = 279 lei,279 lei,134,21,82,7,5,0,1,0,0,0,0,1,un magazin ofera o reducere de 10% la creioane. gheorghe cumpara creioane care costa 310 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un magazin ofera o reducere de 15% la caiete. Roxana cumpara caiete care costa 350 lei. Determinati pretul platit dupa reducere.,Reducerea = 15% din 350 = 350 × 15/100 = 52.5 lei. Pretul final = 350 - 52.5 = 297.5 lei,297.5 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un magazin ofera o reducere de 15% la caiete. roxana cumpara caiete care costa 350 lei. determinati pretul platit dupa reducere.,reducerea = 15% din 350 = 350 × 15/100 = 52.5 lei. pretul final = 350 - 52.5 = 297.5 lei,297.5 lei,128,21,88,9,5,0,1,0,0,0,0,1,un magazin ofera o reducere de 15% la caiete. roxana cumpara caiete care costa 350 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un farmacie ofera o reducere de 15% la martisoare. Simona cumpara martisoare care costa 50 lei. Determinati pretul platit dupa reducere.,Reducerea = 15% din 50 = 50 × 15/100 = 7.5 lei. Pretul final = 50 - 7.5 = 42.5 lei,42.5 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un farmacie ofera o reducere de 15% la martisoare. simona cumpara martisoare care costa 50 lei. determinati pretul platit dupa reducere.,reducerea = 15% din 50 = 50 × 15/100 = 7.5 lei. pretul final = 50 - 7.5 = 42.5 lei,42.5 lei,136,21,82,8,4,0,1,0,0,0,0,1,un farmacie ofera o reducere de 15% la martisoare. simona cumpara martisoare care costa 50 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un supermarket ofera o reducere de 50% la carti. Dragos cumpara carti care costa 420 lei. Determinati pretul platit dupa reducere.,Reducerea = 50% din 420 = 420 × 50/100 = 210 lei. Pretul final = 420 - 210 = 210 lei,210 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un supermarket ofera o reducere de 50% la carti. dragos cumpara carti care costa 420 lei. determinati pretul platit dupa reducere.,reducerea = 50% din 420 = 420 × 50/100 = 210 lei. pretul final = 420 - 210 = 210 lei,210 lei,130,21,84,7,5,0,1,0,0,0,0,1,un supermarket ofera o reducere de 50% la carti. dragos cumpara carti care costa 420 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un librarie ofera o reducere de 25% la flori. Alexandru cumpara flori care costa 940 lei. Determinati pretul platit dupa reducere.,Reducerea = 25% din 940 = 940 × 25/100 = 235 lei. Pretul final = 940 - 235 = 705 lei,705 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un librarie ofera o reducere de 25% la flori. alexandru cumpara flori care costa 940 lei. determinati pretul platit dupa reducere.,reducerea = 25% din 940 = 940 × 25/100 = 235 lei. pretul final = 940 - 235 = 705 lei,705 lei,130,21,84,7,5,0,1,1,0,0,0,1,un librarie ofera o reducere de 25% la flori. alexandru cumpara flori care costa 940 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un piata ofera o reducere de 25% la bilete. Adrian cumpara bilete care costa 850 lei. Determinati pretul platit dupa reducere.,Reducerea = 25% din 850 = 850 × 25/100 = 212.5 lei. Pretul final = 850 - 212.5 = 637.5 lei,637.5 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un piata ofera o reducere de 25% la bilete. adrian cumpara bilete care costa 850 lei. determinati pretul platit dupa reducere.,reducerea = 25% din 850 = 850 × 25/100 = 212.5 lei. pretul final = 850 - 212.5 = 637.5 lei,637.5 lei,126,21,90,9,5,0,1,0,0,0,0,1,un piata ofera o reducere de 25% la bilete. adrian cumpara bilete care costa 850 lei. determinati pretul platit dupa reducere.
Generat - Procente - reducere,,Un supermarket ofera o reducere de 10% la creioane. Marius cumpara creioane care costa 740 lei. Determinati pretul platit dupa reducere.,Reducerea = 10% din 740 = 740 × 10/100 = 74 lei. Pretul final = 740 - 74 = 666 lei,666 lei,1,Procente,Procente,Rapoarte și proporții,1 - bază,alta,,un supermarket ofera o reducere de 10% la creioane. marius cumpara creioane care costa 740 lei. determinati pretul platit dupa reducere.,reducerea = 10% din 740 = 740 × 10/100 = 74 lei. pretul final = 740 - 74 = 666 lei,666 lei,136,21,82,7,5,0,1,0,0,0,0,1,un supermarket ofera o reducere de 10% la creioane. marius cumpara creioane care costa 740 lei. determinati pretul platit dupa reducere.
Generat - Procente - fond,,Vlad a cheltuit 10% din salariu si i-au ramas 414 lei. Determinati suma initiala.,"90% ---- 414 lei
100% ---- x lei
x = (414 × 100) / 90 = 460 lei",460 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,vlad a cheltuit 10% din salariu si i-au ramas 414 lei. determinati suma initiala.,90% ---- 414 lei 100% ---- x lei x = (414 × 100) / 90 = 460 lei,460 lei,81,14,63,7,5,1,1,0,0,0,0,1,vlad a cheltuit 10% din salariu si i-au ramas 414 lei. determinati suma initiala.
Generat - Procente - fond,,O companie a utilizat 15% din fondul lunar de salariu pentru perfectionare si i-au ramas 2669 lei. Determinati suma initiala.,"85% ---- 2669 lei
100% ---- x lei
x = (2669 × 100) / 85 = 3140 lei",3140 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,o companie a utilizat 15% din fondul lunar de salariu pentru perfectionare si i-au ramas 2669 lei. determinati suma initiala.,85% ---- 2669 lei 100% ---- x lei x = (2669 × 100) / 85 = 3140 lei,3140 lei,125,20,66,8,6,1,1,0,0,0,0,1,o companie a utilizat 15% din fondul lunar de salariu pentru perfectionare si i-au ramas 2669 lei. determinati suma initiala.
Generat - Procente - fond,,Cristina a economisit 30% din banii primiti si i-au ramas 511 lei. Determinati suma initiala.,"70% ---- 511 lei
100% ---- x lei
x = (511 × 100) / 70 = 730 lei",730 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,cristina a economisit 30% din banii primiti si i-au ramas 511 lei. determinati suma initiala.,70% ---- 511 lei 100% ---- x lei x = (511 × 100) / 70 = 730 lei,730 lei,93,15,63,7,5,1,1,0,0,0,0,1,cristina a economisit 30% din banii primiti si i-au ramas 511 lei. determinati suma initiala.
Generat - Procente - fond,,O companie a utilizat 15% din fondul lunar de salariu pentru perfectionare si i-au ramas 3128 lei. Determinati suma initiala.,"85% ---- 3128 lei
100% ---- x lei
x = (3128 × 100) / 85 = 3680 lei",3680 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,o companie a utilizat 15% din fondul lunar de salariu pentru perfectionare si i-au ramas 3128 lei. determinati suma initiala.,85% ---- 3128 lei 100% ---- x lei x = (3128 × 100) / 85 = 3680 lei,3680 lei,125,20,66,8,6,1,1,0,0,0,0,1,o companie a utilizat 15% din fondul lunar de salariu pentru perfectionare si i-au ramas 3128 lei. determinati suma initiala.
Generat - Procente - fond,,Dan a economisit 30% din banii primiti si i-au ramas 1638 lei. Determinati suma initiala.,"70% ---- 1638 lei
100% ---- x lei
x = (1638 × 100) / 70 = 2340 lei",2340 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,dan a economisit 30% din banii primiti si i-au ramas 1638 lei. determinati suma initiala.,70% ---- 1638 lei 100% ---- x lei x = (1638 × 100) / 70 = 2340 lei,2340 lei,89,15,66,8,6,1,1,0,0,0,0,1,dan a economisit 30% din banii primiti si i-au ramas 1638 lei. determinati suma initiala.
Generat - Procente - fond,,Maria a economisit 25% din banii primiti si i-au ramas 2895 lei. Determinati suma initiala.,"75% ---- 2895 lei
100% ---- x lei
x = (2895 × 100) / 75 = 3860 lei",3860 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,maria a economisit 25% din banii primiti si i-au ramas 2895 lei. determinati suma initiala.,75% ---- 2895 lei 100% ---- x lei x = (2895 × 100) / 75 = 3860 lei,3860 lei,91,15,66,8,6,1,1,0,0,0,0,1,maria a economisit 25% din banii primiti si i-au ramas 2895 lei. determinati suma initiala.
Generat - Procente - fond,,O companie a utilizat 5% din fondul lunar de salariu pentru perfectionare si i-au ramas 3800 lei. Determinati suma initiala.,"95% ---- 3800 lei
100% ---- x lei
x = (3800 × 100) / 95 = 4000 lei",4000 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,o companie a utilizat 5% din fondul lunar de salariu pentru perfectionare si i-au ramas 3800 lei. determinati suma initiala.,95% ---- 3800 lei 100% ---- x lei x = (3800 × 100) / 95 = 4000 lei,4000 lei,124,20,66,8,5,1,1,0,0,0,0,1,o companie a utilizat 5% din fondul lunar de salariu pentru perfectionare si i-au ramas 3800 lei. determinati suma initiala.
Generat - Procente - fond,,Vasile a cheltuit 30% din salariu si i-au ramas 3353 lei. Determinati suma initiala.,"70% ---- 3353 lei
100% ---- x lei
x = (3353 × 100) / 70 = 4790 lei",4790 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,vasile a cheltuit 30% din salariu si i-au ramas 3353 lei. determinati suma initiala.,70% ---- 3353 lei 100% ---- x lei x = (3353 × 100) / 70 = 4790 lei,4790 lei,84,14,66,8,6,1,1,0,0,0,0,1,vasile a cheltuit 30% din salariu si i-au ramas 3353 lei. determinati suma initiala.
Generat - Procente - fond,,O companie a utilizat 30% din fondul lunar de salariu pentru perfectionare si i-au ramas 392 lei. Determinati suma initiala.,"70% ---- 392 lei
100% ---- x lei
x = (392 × 100) / 70 = 560 lei",560 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,o companie a utilizat 30% din fondul lunar de salariu pentru perfectionare si i-au ramas 392 lei. determinati suma initiala.,70% ---- 392 lei 100% ---- x lei x = (392 × 100) / 70 = 560 lei,560 lei,124,20,63,7,5,1,1,0,0,0,0,1,o companie a utilizat 30% din fondul lunar de salariu pentru perfectionare si i-au ramas 392 lei. determinati suma initiala.
Generat - Procente - fond,,Maria a economisit 25% din banii primiti si i-au ramas 1350 lei. Determinati suma initiala.,"75% ---- 1350 lei
100% ---- x lei
x = (1350 × 100) / 75 = 1800 lei",1800 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,maria a economisit 25% din banii primiti si i-au ramas 1350 lei. determinati suma initiala.,75% ---- 1350 lei 100% ---- x lei x = (1350 × 100) / 75 = 1800 lei,1800 lei,91,15,66,8,6,1,1,0,0,0,0,1,maria a economisit 25% din banii primiti si i-au ramas 1350 lei. determinati suma initiala.
Generat - Procente - fond,,Andreea a economisit 10% din banii primiti si i-au ramas 1602 lei. Determinati suma initiala.,"90% ---- 1602 lei
100% ---- x lei
x = (1602 × 100) / 90 = 1780 lei",1780 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,andreea a economisit 10% din banii primiti si i-au ramas 1602 lei. determinati suma initiala.,90% ---- 1602 lei 100% ---- x lei x = (1602 × 100) / 90 = 1780 lei,1780 lei,93,15,66,8,6,1,1,0,0,0,0,1,andreea a economisit 10% din banii primiti si i-au ramas 1602 lei. determinati suma initiala.
Generat - Procente - fond,,Diana a economisit 30% din banii primiti si i-au ramas 1099 lei. Determinati suma initiala.,"70% ---- 1099 lei
100% ---- x lei
x = (1099 × 100) / 70 = 1570 lei",1570 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,diana a economisit 30% din banii primiti si i-au ramas 1099 lei. determinati suma initiala.,70% ---- 1099 lei 100% ---- x lei x = (1099 × 100) / 70 = 1570 lei,1570 lei,91,15,66,8,6,1,1,0,0,0,0,1,diana a economisit 30% din banii primiti si i-au ramas 1099 lei. determinati suma initiala.
Generat - Procente - fond,,O companie a utilizat 5% din fondul lunar de salariu pentru perfectionare si i-au ramas 2299 lei. Determinati suma initiala.,"95% ---- 2299 lei
100% ---- x lei
x = (2299 × 100) / 95 = 2420 lei",2420 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,o companie a utilizat 5% din fondul lunar de salariu pentru perfectionare si i-au ramas 2299 lei. determinati suma initiala.,95% ---- 2299 lei 100% ---- x lei x = (2299 × 100) / 95 = 2420 lei,2420 lei,124,20,66,8,5,1,1,0,0,0,0,1,o companie a utilizat 5% din fondul lunar de salariu pentru perfectionare si i-au ramas 2299 lei. determinati suma initiala.
Generat - Procente - fond,,Diana a economisit 8% din banii primiti si i-au ramas 3726 lei. Determinati suma initiala.,"92% ---- 3726 lei
100% ---- x lei
x = (3726 × 100) / 92 = 4050 lei",4050 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,diana a economisit 8% din banii primiti si i-au ramas 3726 lei. determinati suma initiala.,92% ---- 3726 lei 100% ---- x lei x = (3726 × 100) / 92 = 4050 lei,4050 lei,90,15,66,8,5,1,1,0,0,0,0,1,diana a economisit 8% din banii primiti si i-au ramas 3726 lei. determinati suma initiala.
Generat - Procente - fond,,O companie a utilizat 5% din fondul lunar de salariu pentru perfectionare si i-au ramas 3287 lei. Determinati suma initiala.,"95% ---- 3287 lei
100% ---- x lei
x = (3287 × 100) / 95 = 3460 lei",3460 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,o companie a utilizat 5% din fondul lunar de salariu pentru perfectionare si i-au ramas 3287 lei. determinati suma initiala.,95% ---- 3287 lei 100% ---- x lei x = (3287 × 100) / 95 = 3460 lei,3460 lei,124,20,66,8,5,1,1,0,0,0,0,1,o companie a utilizat 5% din fondul lunar de salariu pentru perfectionare si i-au ramas 3287 lei. determinati suma initiala.
Generat - Procente - fond,,Ioana a economisit 12% din banii primiti si i-au ramas 2420 lei. Determinati suma initiala.,"88% ---- 2420 lei
100% ---- x lei
x = (2420 × 100) / 88 = 2750 lei",2750 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,ioana a economisit 12% din banii primiti si i-au ramas 2420 lei. determinati suma initiala.,88% ---- 2420 lei 100% ---- x lei x = (2420 × 100) / 88 = 2750 lei,2750 lei,91,15,66,8,6,1,1,0,0,0,0,1,ioana a economisit 12% din banii primiti si i-au ramas 2420 lei. determinati suma initiala.
Generat - Procente - fond,,Simona a cheltuit 30% din salariu si i-au ramas 2310 lei. Determinati suma initiala.,"70% ---- 2310 lei
100% ---- x lei
x = (2310 × 100) / 70 = 3300 lei",3300 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,simona a cheltuit 30% din salariu si i-au ramas 2310 lei. determinati suma initiala.,70% ---- 2310 lei 100% ---- x lei x = (2310 × 100) / 70 = 3300 lei,3300 lei,84,14,66,8,6,1,1,0,0,0,0,1,simona a cheltuit 30% din salariu si i-au ramas 2310 lei. determinati suma initiala.
Generat - Procente - fond,,O companie a utilizat 10% din fondul lunar de salariu pentru perfectionare si i-au ramas 4356 lei. Determinati suma initiala.,"90% ---- 4356 lei
100% ---- x lei
x = (4356 × 100) / 90 = 4840 lei",4840 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,o companie a utilizat 10% din fondul lunar de salariu pentru perfectionare si i-au ramas 4356 lei. determinati suma initiala.,90% ---- 4356 lei 100% ---- x lei x = (4356 × 100) / 90 = 4840 lei,4840 lei,125,20,66,8,6,1,1,0,0,0,0,1,o companie a utilizat 10% din fondul lunar de salariu pentru perfectionare si i-au ramas 4356 lei. determinati suma initiala.
Generat - Procente - fond,,Mihai a economisit 30% din banii primiti si i-au ramas 504 lei. Determinati suma initiala.,"70% ---- 504 lei
100% ---- x lei
x = (504 × 100) / 70 = 720 lei",720 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,mihai a economisit 30% din banii primiti si i-au ramas 504 lei. determinati suma initiala.,70% ---- 504 lei 100% ---- x lei x = (504 × 100) / 70 = 720 lei,720 lei,90,15,63,7,5,1,1,0,0,0,0,1,mihai a economisit 30% din banii primiti si i-au ramas 504 lei. determinati suma initiala.
Generat - Procente - fond,,Roxana a cheltuit 10% din salariu si i-au ramas 1521 lei. Determinati suma initiala.,"90% ---- 1521 lei
100% ---- x lei
x = (1521 × 100) / 90 = 1690 lei",1690 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,roxana a cheltuit 10% din salariu si i-au ramas 1521 lei. determinati suma initiala.,90% ---- 1521 lei 100% ---- x lei x = (1521 × 100) / 90 = 1690 lei,1690 lei,84,14,66,8,6,1,1,0,0,0,0,1,roxana a cheltuit 10% din salariu si i-au ramas 1521 lei. determinati suma initiala.
Generat - Procente - fond,,O companie a utilizat 12% din fondul lunar de salariu pentru perfectionare si i-au ramas 3872 lei. Determinati suma initiala.,"88% ---- 3872 lei
100% ---- x lei
x = (3872 × 100) / 88 = 4400 lei",4400 lei,2,Procente,Procente,Rapoarte și proporții,2 - mediu,alta,,o companie a utilizat 12% din fondul lunar de salariu pentru perfectionare si i-au ramas 3872 lei. determinati suma initiala.,88% ---- 3872 lei 100% ---- x lei x = (3872 × 100) / 88 = 4400 lei,4400 lei,125,20,66,8,6,1,1,0,0,0,0,1,o companie a utilizat 12% din fondul lunar de salariu pentru perfectionare si i-au ramas 3872 lei. determinati suma initiala.
