time_spent_seconds,hint_count,attempt_count,is_correct,mistake_count,exercise_difficulty_encoded,previous_mastery,consecutive_errors,help_level_requested,learner_state
125,0,2,0,3.0999999999999996,3,0.40786003798827125,3,2,progres
156,1,1,1,4.8,4,0.8386729668865004,4,3,supraincarcare
79,2,1,1,3.0999999999999996,1,0.6204274722646175,3,3,supraincarcare
92,1,1,0,3.0999999999999996,2,0.5528042382288515,3,2,progres
151,3,2,0,3.0,4,0.6072559625879507,0,3,supraincarcare
134,0,2,0,4.5,2,0.06776978195489121,5,2,blocaj
94,0,1,0,4.5,1,0.5391971974713521,5,1,progres
144,1,5,0,0.7,2,0.98,1,2,supraincarcare
120,1,2,0,1.7,3,0.5842296820701023,1,2,progres
161,1,4,0,4.5,3,0.4958999543466462,5,3,progres
86,0,1,0,2.7,2,0.6283251373218481,1,0,progres
178,3,3,0,4.8,4,0.7260621183436445,4,3,supraincarcare
154,0,2,0,3.8,3,0.05030612028890951,4,2,blocaj
122,2,3,0,3.5,2,0.05,5,3,blocaj
136,1,1,0,2.0,4,0.5620345869573089,0,2,progres
156,1,2,0,3.4,4,0.39932118999367816,2,3,progres
165,2,5,0,2.0999999999999996,2,0.8575598155996985,3,3,supraincarcare
124,1,1,0,6.5,1,0.39837046929851083,5,3,blocaj
141,1,2,0,4.7,3,0.05,1,3,blocaj
180,0,3,0,5.7,3,0.10711728388666701,1,2,blocaj
91,1,1,1,2.7,1,0.0715623857285213,1,1,progres
160,3,4,0,3.8,3,0.5558173394593484,4,3,progres
152,2,2,1,4.5,4,0.49474342738680827,5,3,progres
107,2,4,0,1.0,1,0.4108307444686212,0,2,progres
108,0,1,1,1.7,3,0.8901581756879489,1,0,autonomie_buna
65,3,2,0,1.7,1,0.8294368669690619,1,3,supraincarcare
159,3,1,1,6.5,3,0.5031888205905902,5,3,progres
139,3,6,0,1.4,2,0.05,2,3,blocaj
99,1,4,0,2.7,1,0.7228007764844685,1,1,progres
121,2,1,1,1.7,4,0.6795527729200567,1,3,supraincarcare
121,0,1,0,5.1,1,0.4398932294493535,3,2,blocaj
161,3,2,0,4.4,3,0.7382349996941407,2,3,supraincarcare
118,2,2,0,4.0,1,0.1718169257247446,0,3,blocaj
172,1,2,1,4.8,4,0.9501353607340802,4,3,supraincarcare
144,1,2,1,3.4,3,0.34655874518338603,2,3,progres
163,3,4,0,1.7,4,0.7232867272255972,1,3,supraincarcare
97,0,1,0,3.8,2,0.05,4,1,blocaj
136,1,4,0,3.8,2,0.2775256912830349,4,3,blocaj
105,1,2,1,1.0,3,0.98,0,1,autonomie_buna
171,3,4,1,1.0,4,0.5069076954801576,0,3,progres
155,1,3,1,1.0,4,0.8845760265239566,0,2,autonomie_buna
104,1,3,1,3.8,1,0.5714513967446275,4,2,supraincarcare
132,0,1,1,4.1,3,0.5772654332525948,3,2,progres
90,2,2,1,2.8,1,0.8443753292017049,4,2,supraincarcare
104,2,2,0,2.0999999999999996,2,0.5584369476392594,3,2,progres
126,2,1,0,2.4,4,0.12248031892478956,2,3,progres
110,0,1,1,2.0999999999999996,2,0.43081704404786053,3,0,progres
158,1,2,0,3.8,4,0.6351028193396705,4,3,supraincarcare
109,1,1,1,3.4,2,0.7389632548639754,2,2,supraincarcare
102,1,1,0,4.5,1,0.06717383441283971,5,2,blocaj
107,1,2,0,3.5,2,0.4329081145484115,5,2,progres
154,2,3,1,3.8,3,0.4075255342278057,4,3,progres
176,1,1,0,5.5,4,0.49819758464153246,5,3,progres
132,0,1,1,2.4,3,0.24567800782263202,2,1,progres
151,2,4,0,2.0,4,0.36810914119920624,0,3,progres
114,2,1,0,2.4,4,0.2778324869504072,2,3,progres
193,1,4,0,4.8,4,0.820040648995338,4,3,supraincarcare
154,2,2,1,3.8,3,0.7309276574424541,4,3,supraincarcare
91,1,1,0,1.4,2,0.4001804961031382,2,1,progres
100,1,2,0,0.7,2,0.47585558916703535,1,1,progres
72,2,1,0,3.4,1,0.608366814909798,2,3,progres
94,5,1,0,2.8,2,0.24175024501921366,4,3,blocaj
92,2,1,0,1.0,4,0.26936276040701884,0,2,progres
100,1,2,1,1.7,2,0.342357660154743,1,1,progres
36,1,1,1,0.7,1,0.4584448731567665,1,1,progres
184,1,1,0,7.8,3,0.1980341688386215,4,3,blocaj
171,2,1,0,4.4,4,0.6441821151675319,2,3,progres
120,1,1,0,1.0,4,0.7557862151336254,0,2,supraincarcare
73,4,2,0,0.7,2,0.09168698285384645,1,3,blocaj
131,1,3,1,3.0,2,0.4927073660998006,0,2,progres
159,1,2,1,3.4,3,0.4925472914895521,2,3,progres
107,0,2,1,3.5,1,0.6461912068338975,5,1,progres
152,2,3,0,4.1,2,0.5495492100723894,3,3,progres
108,2,3,0,3.5,1,0.15558515168269305,5,3,blocaj
136,2,1,0,3.8,4,0.20681115329741245,4,3,blocaj
145,0,1,0,5.5,3,0.5777075287653295,5,2,progres
112,2,1,1,2.7,4,0.8853186601819191,1,3,autonomie_buna
181,1,1,0,4.5,4,0.05,5,3,blocaj
139,2,2,0,1.7,4,0.7154792168175053,1,3,supraincarcare
111,2,2,1,3.4,1,0.7521216587364411,2,3,supraincarcare
141,2,1,1,3.8,4,0.5358258059102915,4,3,progres
87,1,3,1,2.7,1,0.7443246805280463,1,1,progres
109,1,2,0,0.7,2,0.34834120235910593,1,1,progres
107,1,1,0,3.0,3,0.5637834398329238,0,1,progres
77,0,1,1,0.0,2,0.2387877157548718,0,0,progres
81,1,1,0,2.0999999999999996,1,0.05,3,1,blocaj
114,1,3,1,3.5,1,0.7859029448462882,5,3,supraincarcare
128,1,2,1,1.7,4,0.3224484798541776,1,2,progres
97,1,2,1,1.4,2,0.44736604223885124,2,1,progres
120,3,3,0,3.5,2,0.13198451527176955,5,3,blocaj
156,2,1,0,3.8,4,0.19231422897893263,4,3,blocaj
71,0,1,1,1.0,1,0.5072708651632073,0,0,progres
161,2,2,1,4.1,4,0.37096047590413256,3,3,progres
178,1,4,0,4.0,4,0.6152985990251453,0,3,supraincarcare
145,1,2,1,1.7,3,0.6359188539399466,1,2,supraincarcare
68,1,2,1,1.7,1,0.5774055013941922,1,1,progres
57,0,1,1,2.0999999999999996,1,0.5836068117014787,3,0,progres
103,0,3,0,0.7,2,0.9018157900731518,1,0,progres
124,0,1,1,3.7,3,0.3313046276094256,1,2,progres
119,1,3,0,2.7,1,0.5860758917490704,1,2,progres
106,2,2,0,1.4,2,0.8088309164959798,2,2,supraincarcare
76,0,1,1,2.0999999999999996,1,0.9292199688704933,3,0,autonomie_buna
199,1,5,0,5.4,3,0.09677039739159567,2,3,blocaj
103,1,4,0,0.7,1,0.49306127806797273,1,1,progres
177,1,1,0,6.1,3,0.8440918098604838,3,3,supraincarcare
91,0,2,1,2.0999999999999996,1,0.6584047133832274,3,0,progres
58,0,2,0,0.0,1,0.603459047611474,0,0,progres
116,1,3,1,3.5,1,0.5228849306941648,5,3,progres
176,1,3,0,7.5,4,0.4763532053097549,5,3,progres
87,0,2,0,2.0999999999999996,1,0.6065874697500833,3,0,progres
119,1,2,1,2.0999999999999996,2,0.46242242034167647,3,2,progres
168,0,2,0,5.8,3,0.5161213126151809,4,2,progres
128,1,1,1,3.4,3,0.6012221083503255,2,3,progres
146,0,3,1,2.4,3,0.3838808141955614,2,1,progres
170,2,3,0,2.4,4,0.6132267505564181,2,3,supraincarcare
90,0,1,1,0.0,2,0.98,0,0,autonomie_buna
183,3,3,0,4.5,4,0.05,5,3,blocaj
110,2,3,0,1.7,2,0.6226926394740766,1,2,supraincarcare
132,3,3,0,2.7,4,0.4024047039122189,1,3,progres
203,1,4,1,6.5,3,0.6771573020757462,5,3,supraincarcare
138,0,1,0,4.1,3,0.461117128303668,3,2,progres
175,3,3,1,4.1,4,0.7332275701536111,3,3,supraincarcare
129,2,2,1,1.7,4,0.98,1,3,autonomie_buna
149,1,2,1,1.7,4,0.6237939350289942,1,2,progres
157,3,2,1,5.8,3,0.7140917441713005,4,3,supraincarcare
104,0,4,0,1.4,1,0.13508977292010804,2,0,progres
82,0,1,1,1.0,2,0.9668654434641528,0,0,autonomie_buna
95,1,1,1,3.5,1,0.589376895030533,5,2,supraincarcare
189,3,6,0,3.4,4,0.8184006420054317,2,3,supraincarcare
99,1,1,0,3.8,1,0.19974099417055796,4,2,blocaj
96,0,4,1,1.4,1,0.37044403025641853,2,0,progres
99,2,2,1,4.1,1,0.5593301750239926,3,3,progres
161,0,2,0,4.8,3,0.5994859334749509,4,2,progres
170,1,4,0,5.5,3,0.6107020553549322,5,3,supraincarcare
172,2,4,1,1.7,4,0.8459606550196105,1,3,autonomie_buna
112,0,1,0,3.8,2,0.11094352863251175,4,2,blocaj
110,1,2,1,4.5,2,0.773011595496495,5,2,supraincarcare
116,0,3,1,2.0999999999999996,1,0.5964222884822628,3,1,progres
88,2,1,1,3.0,1,0.5280699354908325,0,2,progres
108,0,3,0,0.7,2,0.32201955828355167,1,0,progres
198,5,6,1,1.7,4,0.6482718961712212,1,3,supraincarcare
130,1,2,0,1.0,3,0.05064372965284877,0,2,progres
183,4,3,1,4.8,4,0.7214399082309085,4,3,supraincarcare
97,0,1,0,3.5,1,0.1095850247636735,5,1,blocaj
90,1,1,1,3.0999999999999996,1,0.5938662491290561,3,2,progres
181,3,4,1,4.1,4,0.40588633314835054,3,3,progres
63,0,1,1,2.8,1,0.9243870621716274,4,0,autonomie_buna
95,2,3,0,1.4,1,0.5065761640702859,2,2,progres
115,1,2,0,1.4,2,0.3917209080084281,2,2,progres
156,2,1,1,4.1,4,0.40347032894599755,3,3,progres
115,0,1,1,3.7,3,0.866279122667878,1,2,supraincarcare
124,3,4,0,2.0,1,0.6478075402689193,0,3,supraincarcare
158,1,2,1,4.1,4,0.473172380067784,3,3,progres
155,2,3,1,4.8,4,0.4964952420192329,4,3,progres
219,2,5,0,5.0,4,0.1252356083853536,0,3,blocaj
148,2,3,0,2.7,4,0.6927027561434945,1,3,supraincarcare
95,2,2,0,0.7,1,0.17064469851553227,1,2,progres
208,3,5,1,3.8,4,0.7490511035390601,4,3,supraincarcare
111,0,1,1,4.1,2,0.584091557221662,3,2,progres
165,2,1,1,5.1,4,0.9597596722429403,3,3,supraincarcare
197,2,4,0,4.1,3,0.2023078767182551,3,3,blocaj
184,4,4,1,2.7,4,0.5160726447141483,1,3,progres
153,0,2,0,4.8,3,0.9683497794798552,4,2,supraincarcare
145,1,1,1,2.0,3,0.9363718025548785,0,2,autonomie_buna
102,1,1,0,1.0,3,0.36506276534994203,0,1,progres
153,1,1,1,3.8,4,0.5903943436776303,4,3,progres
144,1,3,1,4.1,3,0.4894031904482758,3,3,progres
77,1,4,1,0.7,1,0.604646163280698,1,1,progres
153,2,3,1,2.4,4,0.3963425387995074,2,3,progres
111,2,1,0,2.0,3,0.602687439421276,0,3,progres
140,1,4,0,2.8,2,0.152366559872902,4,2,blocaj
135,1,3,1,3.8,3,0.5383641755051227,4,3,progres
155,2,2,1,2.7,4,0.6570753249260742,1,3,supraincarcare
135,3,2,0,2.4,4,0.5087401417832288,2,3,progres
153,2,1,0,3.7,4,0.18547130996075517,1,3,progres
142,0,3,1,3.4,2,0.7608094688320731,2,2,supraincarcare
185,3,3,1,5.7,4,0.6160375186267287,1,3,supraincarcare
88,1,1,1,2.7,2,0.46518501798111744,1,1,progres
145,0,2,0,2.4,3,0.47162053155826816,2,1,progres
146,1,1,0,4.5,3,0.1334902171319662,5,3,blocaj
116,0,2,0,4.8,1,0.1232485665396944,4,2,blocaj
107,1,1,0,1.7,2,0.46462423913742357,1,1,progres
112,3,2,0,4.5,1,0.8676227709917307,5,3,supraincarcare
76,1,2,0,1.7,1,0.36722805284073046,1,1,progres
119,1,3,1,3.5,2,0.6703715350487902,5,3,supraincarcare
78,1,1,1,0.7,2,0.44963057617550767,1,1,progres
129,2,3,0,4.1,1,0.6053268911639104,3,3,supraincarcare
106,1,1,0,1.7,2,0.5375477731491325,1,1,progres
129,0,1,0,3.8,3,0.7305828094374128,4,2,supraincarcare
110,1,3,1,1.7,1,0.5068721210739782,1,1,progres
105,0,1,0,3.5,2,0.07725417971390264,5,1,blocaj
97,0,3,0,1.0,2,0.3536342016219295,0,0,progres
106,0,1,0,3.0999999999999996,3,0.48266390802655884,3,1,progres
66,3,1,0,0.0,2,0.20849141794620135,0,3,blocaj
154,3,3,0,5.5,3,0.5986275380752093,5,3,supraincarcare
111,0,1,1,1.4,2,0.4839182990790218,2,1,progres
150,2,3,0,4.8,2,0.98,4,3,supraincarcare
106,1,1,0,3.5,2,0.05,5,2,blocaj
106,0,1,1,3.0999999999999996,1,0.5386152870273073,3,1,progres
117,2,2,0,3.0,3,0.3161554518853728,0,3,progres
82,2,2,1,1.7,1,0.4361197162491784,1,2,progres
123,2,1,0,2.7,2,0.5604531557528866,1,3,progres
176,3,3,0,4.5,4,0.05,5,3,blocaj
205,1,2,1,5.5,4,0.566750574156593,5,3,supraincarcare
124,2,1,1,2.4,3,0.9504300039796746,2,3,supraincarcare
181,1,2,1,4.5,4,0.42436238283823136,5,3,progres
142,2,1,0,1.7,4,0.6275644988124013,1,3,supraincarcare
123,0,2,1,3.8,2,0.7067044444947476,4,2,supraincarcare
163,5,4,0,2.4,4,0.4940233559200446,2,3,progres
90,1,2,0,0.7,2,0.35327814969656623,1,1,progres
88,0,1,1,2.7,2,0.05,1,0,progres
170,3,4,0,4.4,3,0.719939918657195,2,3,supraincarcare
168,5,4,1,2.4,4,0.5547388096695272,2,3,progres
182,4,4,0,1.7,4,0.1981056193839057,1,3,blocaj
106,1,2,0,1.4,2,0.5991841543777299,2,1,progres
139,0,1,0,2.0,3,0.4141837846128426,0,1,progres
86,3,2,1,4.5,1,0.48818965007772075,5,3,progres
128,2,1,0,3.4,4,0.6781855398849579,2,3,supraincarcare
120,1,3,1,1.0,3,0.1366339750174254,0,2,progres
163,1,3,0,3.0999999999999996,3,0.8161966032846658,3,3,supraincarcare
162,2,1,0,5.5,4,0.12414507614438769,5,3,blocaj
129,0,2,0,4.4,3,0.3932376920758647,2,2,progres
133,0,4,0,4.5,1,0.98,5,2,supraincarcare
115,3,4,1,2.0999999999999996,2,0.7410297310383436,3,3,supraincarcare
66,1,1,0,2.8,1,0.5744590213441428,4,1,progres
177,1,4,0,2.7,3,0.3644632323851531,1,2,progres
82,3,2,1,2.0,1,0.4481226601045463,0,3,progres
91,1,1,1,3.4,1,0.5421633191675164,2,2,progres
134,0,1,0,4.5,3,0.5979323896555615,5,2,progres
125,2,1,0,3.8,3,0.4901085575124504,4,3,progres
118,0,1,1,3.8,3,0.5181959816063462,4,2,progres
160,5,1,1,5.5,4,0.49739741844378915,5,3,progres
149,5,2,0,2.4,4,0.14458341253007115,2,3,blocaj
157,2,5,1,3.7,1,0.4233859039903772,1,3,progres
223,1,5,0,5.5,4,0.80036076783717,5,3,supraincarcare
141,2,3,0,4.1,3,0.1607779030828003,3,3,blocaj
119,2,1,1,1.7,3,0.5113241060093535,1,3,progres
123,1,4,1,2.7,1,0.38005958203534124,1,2,progres
162,2,3,1,5.5,3,0.6038133317060526,5,3,progres
103,3,1,0,1.0,3,0.47413169589094073,0,3,progres
143,2,4,1,1.0,3,0.8026459329684639,0,3,supraincarcare
143,2,6,0,2.8,1,0.7050286484830107,4,3,supraincarcare
106,1,1,1,1.0,3,0.26619031185205744,0,1,progres
127,1,2,1,1.7,4,0.7250642748438836,1,2,supraincarcare
229,1,6,0,5.5,3,0.36333885058101983,5,3,progres
89,3,3,1,3.4,1,0.34999213645346633,2,3,progres
163,2,1,1,4.8,4,0.5278837996285934,4,3,supraincarcare
171,2,3,1,3.4,4,0.40404085608505963,2,3,progres
98,2,4,0,0.0,1,0.7671200490653522,0,2,supraincarcare
117,1,1,0,1.7,4,0.43152342466562416,1,2,progres
125,0,1,1,3.8,2,0.42591060744093684,4,2,progres
121,2,2,1,2.0,3,0.36350930704444956,0,3,progres
89,2,1,1,3.0999999999999996,2,0.3941945096161456,3,3,progres
119,1,1,1,2.4,4,0.966253466166566,2,2,autonomie_buna
134,2,1,0,2.4,4,0.6359039497726047,2,3,supraincarcare
134,1,1,0,4.5,4,0.98,5,3,supraincarcare
205,2,3,1,5.1,4,0.98,3,3,supraincarcare
186,3,3,0,4.1,4,0.3086311357696807,3,3,blocaj
166,0,4,0,5.4,1,0.4807202675113814,2,2,blocaj
131,3,3,0,1.4,2,0.17757493763450502,2,3,blocaj
158,0,3,1,4.8,3,0.39318054654144274,4,2,progres
114,0,3,1,1.0,3,0.44772524578583045,0,1,progres
53,2,3,0,0.7,1,0.29139489145796693,1,2,progres
125,1,3,0,5.1,1,0.17453667044930254,3,3,blocaj
143,1,1,0,3.0999999999999996,3,0.5068999769643174,3,3,progres
139,2,5,0,1.0,3,0.25142963685369585,0,3,progres
90,0,1,0,3.8,1,0.7849033901562936,4,1,progres
113,2,3,0,4.1,1,0.2234370412189743,3,3,blocaj
88,0,2,1,1.7,1,0.98,1,0,autonomie_buna
190,1,4,1,4.8,3,0.4900170416121468,4,3,progres
127,0,4,0,5.5,1,0.5170375736355851,5,2,blocaj
134,0,4,1,2.4,3,0.27336731069166115,2,1,progres
137,0,1,0,4.7,2,0.9407120362526108,1,2,supraincarcare
100,1,2,1,0.7,2,0.8756105246765026,1,1,autonomie_buna
140,0,2,0,4.1,3,0.656243757438901,3,2,supraincarcare
143,1,2,0,2.0,3,0.30424436896038626,0,2,progres
110,0,2,1,2.4,3,0.5215325902026517,2,0,progres
130,1,1,1,1.0,4,0.37380300269762884,0,2,progres
172,4,3,1,4.0,4,0.9636917792893268,0,3,autonomie_buna
150,1,1,0,3.4,4,0.751808076533109,2,3,supraincarcare
100,0,1,0,3.8,3,0.5740990574599375,4,1,progres
138,1,3,0,4.5,2,0.05,5,3,blocaj
73,2,1,1,1.0,1,0.3253877655639387,0,2,progres
107,1,1,1,1.7,3,0.6616049156710297,1,1,progres
118,1,3,1,2.4,1,0.8377875326050134,2,2,supraincarcare
190,3,4,0,3.0999999999999996,4,0.7825755717780417,3,3,supraincarcare
178,2,4,0,4.5,4,0.05,5,3,blocaj
104,0,2,1,2.8,1,0.5749413199608775,4,0,progres
150,3,2,1,4.1,4,0.7217154970785893,3,3,supraincarcare
65,2,1,0,1.0,1,0.1641825535598254,0,2,progres
130,0,2,1,2.0,3,0.5676649789551824,0,1,progres
88,1,3,1,2.0,1,0.5818006056039052,0,1,progres
125,1,2,0,3.0999999999999996,2,0.5228494536031832,3,3,progres
111,0,1,1,2.7,3,0.1377558126350412,1,1,progres
113,3,2,0,1.7,3,0.46677021891012493,1,3,progres
121,0,2,1,2.8,2,0.4786634225557375,4,1,progres
136,2,1,1,3.8,4,0.5732302682697471,4,3,progres
146,2,3,1,2.4,4,0.3711827387287924,2,3,progres
112,1,1,0,4.5,1,0.518792005143643,5,3,progres
174,3,3,0,5.8,3,0.5796710222406503,4,3,progres
111,1,1,0,3.8,3,0.6464737532918405,4,3,supraincarcare
130,0,2,1,3.5,2,0.5303471395623378,5,2,progres
125,0,2,1,2.7,3,0.4469783216760671,1,1,progres
166,1,4,0,3.8,4,0.5817450234290599,4,3,progres
143,2,1,0,6.5,4,0.05,5,3,blocaj
184,2,1,1,6.5,4,0.6936067345452326,5,3,supraincarcare
111,3,1,0,3.0999999999999996,3,0.5215858944235223,3,3,progres
96,1,1,0,3.8,2,0.556677864291394,4,2,progres
171,1,1,0,5.5,4,0.7885271004037899,5,3,supraincarcare
147,0,1,0,6.5,2,0.06230816904891274,5,2,blocaj
126,1,1,0,4.5,3,0.05,5,3,blocaj
111,1,1,0,2.8,2,0.640362375375989,4,2,supraincarcare
133,1,2,0,2.4,2,0.5091548886266793,2,2,progres
99,0,1,0,2.8,1,0.501425694477868,4,0,progres
169,2,2,1,3.4,4,0.4184094975728305,2,3,progres
86,1,1,0,2.8,1,0.7295442073758376,4,1,progres
121,1,3,1,4.8,1,0.7546918702989326,4,3,supraincarcare
153,1,1,0,4.5,4,0.6350761857990883,5,3,supraincarcare
171,0,3,1,5.1,3,0.4948368720906321,3,2,progres
127,1,4,0,3.4,2,0.08720432164550161,2,3,progres
115,1,3,0,1.0,3,0.7441079077227414,0,2,supraincarcare
86,1,1,0,3.0999999999999996,2,0.7543119095908446,3,2,supraincarcare
90,2,2,1,2.0999999999999996,1,0.6877087323630949,3,2,supraincarcare
146,0,3,1,3.0999999999999996,3,0.36144975684080954,3,2,progres
97,3,2,0,3.8,1,0.6436199600527365,4,3,supraincarcare
165,1,1,0,6.5,3,0.6841532389021325,5,3,supraincarcare
150,1,3,1,3.0,4,0.98,0,2,autonomie_buna
154,3,1,0,5.4,4,0.3575967880006544,2,3,progres
130,1,1,0,4.8,2,0.5006618324025107,4,3,progres
158,2,1,1,3.8,4,0.6921459119978304,4,3,supraincarcare
129,0,1,1,4.8,3,0.5387368319977097,4,2,progres
103,2,1,0,2.8,2,0.1883808746895488,4,2,blocaj
80,0,1,0,3.5,1,0.6531564531598245,5,1,progres
125,4,1,0,5.5,2,0.6270903997110694,5,3,blocaj
159,4,4,1,3.0999999999999996,3,0.48053596173505564,3,3,progres
144,1,2,0,1.7,4,0.6232287688316608,1,2,progres
79,1,1,0,2.0999999999999996,1,0.4886386351814002,3,1,progres
142,0,1,0,4.8,3,0.8962502571014865,4,2,supraincarcare
116,2,1,1,2.0,4,0.39926945307365075,0,3,progres
187,5,4,1,3.8,4,0.3905843891593057,4,3,progres
122,0,2,1,3.0999999999999996,2,0.5901890000919456,3,2,progres
98,1,1,1,3.5,1,0.6932081715210793,5,2,supraincarcare
71,0,1,0,0.7,2,0.2256818718898922,1,0,progres
198,1,3,0,5.5,4,0.15203404427816405,5,3,blocaj
159,6,2,0,5.4,4,0.05,2,3,blocaj
172,3,4,1,5.1,3,0.5176315781617397,3,3,progres
104,0,2,0,4.1,1,0.22144805845656845,3,1,blocaj
70,1,1,1,3.0999999999999996,1,0.5288504664166496,3,2,progres
138,1,3,0,4.5,2,0.6566289269435206,5,3,supraincarcare
110,0,1,1,1.7,3,0.41644642229430273,1,0,progres
61,0,1,0,2.8,1,0.6351169698467007,4,0,progres
155,3,3,1,4.5,3,0.4722760311680032,5,3,progres
87,0,1,0,1.7,3,0.7522808661834824,1,0,progres
86,1,1,1,0.7,1,0.6373406411598134,1,1,progres
81,0,1,1,2.4,1,0.39312279871363404,2,0,progres
134,3,2,1,4.8,2,0.47317044639483763,4,3,progres
162,1,3,0,4.5,3,0.7846871617813004,5,3,supraincarcare
154,1,1,1,3.8,4,0.6366638292758602,4,3,supraincarcare
112,1,1,0,2.8,2,0.16810439708854577,4,2,blocaj
90,2,2,0,2.4,2,0.6687877318408125,2,2,supraincarcare
165,1,1,0,4.1,4,0.18410583808200467,3,3,blocaj
116,0,2,1,1.7,2,0.98,1,1,autonomie_buna
106,0,1,1,3.4,2,0.8311893643680082,2,1,progres
110,3,2,0,2.7,2,0.6389352146072876,1,3,supraincarcare
17,1,1,0,0.0,1,0.6584877155004083,0,1,progres
103,1,1,0,4.5,2,0.5262252025228458,5,2,progres
135,2,1,1,3.8,3,0.720046983542181,4,3,supraincarcare
176,1,2,1,4.1,4,0.49560051794514326,3,3,progres
145,0,4,1,1.0,3,0.6613522017719432,0,1,progres
140,2,2,1,2.0,4,0.9113283632789667,0,3,autonomie_buna
134,0,1,0,2.0,3,0.3830074311000195,0,1,progres
131,0,4,0,2.8,1,0.4464608727064501,4,1,progres
155,2,6,1,2.7,2,0.2978538544725594,1,3,progres
182,2,1,0,4.7,4,0.20805459521668507,1,3,blocaj
76,1,1,0,3.5,1,0.05,5,2,blocaj
156,1,1,0,6.5,4,0.6489558971730054,5,3,supraincarcare
135,1,2,0,3.8,3,0.9333825104536856,4,3,supraincarcare
80,0,1,1,1.7,2,0.9249887072260774,1,0,autonomie_buna
147,3,2,0,3.0999999999999996,4,0.07851113975200985,3,3,blocaj
145,2,1,1,2.7,4,0.7380416778528424,1,3,supraincarcare
111,0,2,1,4.5,1,0.8396251440449363,5,2,supraincarcare
86,0,2,0,2.0,1,0.45284030834754346,0,0,progres
139,3,1,0,4.8,3,0.5295203564118482,4,3,progres
124,1,2,0,3.0999999999999996,4,0.05,3,3,blocaj
132,2,5,0,4.8,1,0.6290073726136438,4,3,supraincarcare
120,1,1,1,3.4,3,0.25909948924379655,2,3,progres
44,2,1,1,0.0,1,0.5638442520766137,0,2,progres
126,2,1,0,3.8,3,0.05584854642215211,4,3,blocaj
158,1,1,0,5.1,3,0.6897974012577852,3,3,supraincarcare
68,0,1,1,1.4,1,0.901953051015799,2,0,autonomie_buna
99,1,1,1,2.4,3,0.37571195865324,2,1,progres
169,3,4,0,3.4,4,0.19474577056405168,2,3,blocaj
165,2,2,1,2.4,4,0.08858834805630786,2,3,progres
80,1,1,0,0.7,1,0.5051030821839173,1,1,progres
79,0,1,1,1.7,1,0.4022262347055052,1,0,progres
53,1,1,1,1.7,1,0.1833518571286114,1,1,progres
98,1,2,1,1.0,2,0.647304318587203,0,1,progres
104,0,1,0,4.5,1,0.443417120069788,5,1,progres
150,1,3,0,1.7,4,0.39576537810002166,1,2,progres
134,1,2,1,2.0,4,0.41263828386425844,0,2,progres
148,2,3,1,2.0,4,0.9172736110490907,0,3,autonomie_buna
82,0,1,1,3.5,1,0.701283187157475,5,1,progres
65,2,1,1,2.4,1,0.5774152380948999,2,2,progres
142,1,1,0,1.7,4,0.6537557203924222,1,2,supraincarcare
119,0,2,0,2.4,2,0.3481852827605843,2,1,progres
119,1,2,0,2.0,3,0.5512255991871131,0,2,progres
162,1,2,0,3.7,4,0.6824647218928797,1,3,progres
76,1,1,1,1.7,1,0.4611400568993261,1,1,progres
121,0,1,0,3.8,1,0.5966436687365972,4,2,supraincarcare
105,0,1,1,4.0,1,0.3704182930725054,0,1,progres
111,2,2,1,3.4,1,0.7156113300038761,2,3,supraincarcare
129,1,4,0,3.8,1,0.6746705759133333,4,3,supraincarcare
194,5,4,0,5.5,4,0.05,5,3,blocaj
158,0,1,1,5.1,3,0.8406271413269333,3,2,supraincarcare
145,2,2,0,1.7,4,0.05,1,3,progres
133,2,1,0,3.4,4,0.406039887346335,2,3,progres
141,1,1,1,2.7,4,0.8577895871394441,1,2,autonomie_buna
96,3,1,1,3.0999999999999996,1,0.5493497516831187,3,3,progres
112,2,5,1,1.7,2,0.17853463268679953,1,3,progres
182,2,3,0,6.1,4,0.21615651281287204,3,3,blocaj
80,1,1,1,2.0999999999999996,1,0.9151146461138137,3,1,autonomie_buna
86,2,1,0,5.5,1,0.05,5,3,blocaj
115,1,2,1,3.4,3,0.7482235303920509,2,3,supraincarcare
150,3,1,1,4.5,4,0.49792697710225103,5,3,progres
168,2,1,0,5.4,4,0.20857370403692943,2,3,blocaj
163,1,1,1,4.8,4,0.39051951174956184,4,3,progres
140,2,4,0,3.0999999999999996,1,0.14332995605810037,3,3,blocaj
169,1,2,1,4.8,4,0.7560486771004403,4,3,supraincarcare
160,3,2,1,4.4,4,0.6762343029495932,2,3,supraincarcare
113,2,1,0,3.8,3,0.09703332149007982,4,3,blocaj
138,1,1,0,3.4,4,0.45314488199677516,2,3,progres
153,1,2,1,2.4,4,0.350106661143707,2,2,progres
120,1,3,1,1.4,2,0.8366617203817445,2,2,supraincarcare
96,1,1,0,3.8,1,0.10743846080977215,4,2,blocaj
110,0,1,1,3.0999999999999996,2,0.8699122795267986,3,1,progres
70,2,1,0,0.0,1,0.5322781953560872,0,2,progres
93,1,1,0,3.8,1,0.14860071360555793,4,2,blocaj
121,0,2,0,3.8,1,0.42955238589642464,4,2,progres
116,0,3,1,1.0,3,0.36134869581141726,0,1,progres
159,1,3,0,4.5,3,0.11160648749055244,5,3,blocaj
126,0,1,1,4.1,3,0.5485007499891216,3,2,progres
